trade_date,q1,q2,q3,q4,q5,long_short,long_short_nav
20250319,-0.00923353,-0.004792107,-0.0009655739,-0.00037764257,0.0009580196,0.01019155,1.0555266
20250320,-0.030089429,-0.018420124,-0.015122038,-0.012765925,-0.01187384,0.01821559,1.0747536
20250321,-0.009297735,-0.010386136,-0.012291387,-0.014839891,-0.019837791,-0.010540056,1.0634257
20250324,-0.015768463,-0.00076989434,0.0010319027,0.00232559,0.006227529,0.021995991,1.0868168
20250325,0.0048879986,0.004409024,0.007038012,0.011778331,0.015985752,0.011097753,1.098878
20250326,-0.008710818,-0.00303745,-0.0025409744,-0.0024655017,-0.0037752443,0.004935574,1.1043017
20250327,-0.015402523,-0.012142638,-0.013352081,-0.01469018,-0.014500668,0.0009018546,1.1052976
20250328,-0.010325422,-0.011753824,-0.011293453,-0.012208023,-0.012984581,-0.0026591597,1.1023585
20250331,0.0048576994,0.008986809,0.011445206,0.015282175,0.018011786,0.013154087,1.116859
20250401,0.00070530805,0.0017407198,0.0033822518,0.0034599581,0.0026041996,0.0018988915,1.1189797
20250402,-0.015796345,-0.009225886,-0.0056756134,-0.0024022555,0.0036411297,0.019437475,1.1407298
20250403,-0.10798225,-0.12062853,-0.123812325,-0.12692772,-0.13052903,-0.022546783,1.11501
20250407,0.0069185058,0.0022279038,0.0031107273,0.00564912,0.027387759,0.020469252,1.1378335
20250408,0.027741909,0.025810758,0.026189046,0.02990979,0.033858787,0.0061168782,1.1447935
20250409,0.024371013,0.02437148,0.027633997,0.029551644,0.036360286,0.011989273,1.1585187
20250410,0.0037933025,0.009660632,0.009605132,0.010054995,0.009162723,0.0053694206,1.1647393
20250411,0.015454018,0.016111279,0.01876341,0.020103421,0.021307135,0.0058531174,1.1715567
20250414,-0.0071137003,-0.001457945,0.0005143845,0.0024367538,0.005124224,0.012237924,1.1858941
20250415,-0.011776016,-0.013546931,-0.013451379,-0.015356145,-0.015715007,-0.0039389906,1.1812229
20250416,0.004015448,0.0043584434,0.0064245644,0.008049715,0.012250855,0.008235406,1.1909509
20250417,-0.009914443,-0.0005594185,0.0010098724,0.0028576343,0.0022894228,0.012203866,1.205485
20250418,0.024008894,0.019041019,0.017264752,0.016599352,0.014325106,-0.009683789,1.1938113
20250421,-0.007531971,-0.0011945982,0.0034162153,0.0045284545,0.0074667656,0.014998737,1.211717
20250422,0.0063970173,0.0054737884,0.007504887,0.0075968173,0.008558836,0.0021618186,1.2143365
20250423,-0.013315317,-0.011293799,-0.007702195,-0.004730432,-0.00418999,0.009125328,1.2254177
20250424,-0.00054268644,0.003919297,0.0008677703,0.0033209277,0.0037412615,0.004283948,1.2306674
20250425,-0.011583811,-0.01285142,-0.014917254,-0.012783382,-0.013343394,-0.0017595831,1.2285019
20250428,0.0067976713,0.005291849,0.007267506,0.011499216,0.0140975965,0.007299925,1.2374699
20250429,0.012305166,0.010767813,0.008626172,0.008525013,0.010728114,-0.0015770514,1.2355183
20250430,0.033643,0.030124396,0.027036982,0.027256496,0.024593944,-0.009049056,1.224338
20250506,0.0050263787,0.0066404175,0.0072988137,0.00814074,0.009449072,0.0044226935,1.2297529
20250507,0.00654176,0.012365667,0.011781429,0.011476535,0.010138729,0.0035969685,1.2341764
20250508,-0.018550994,-0.012886987,-0.009925592,-0.0075611887,-0.0040285136,0.01452248,1.2520996
20250509,0.02265296,0.015972307,0.01280951,0.010276739,0.007184822,-0.015468137,1.232732
20250512,-0.0063044145,-0.0034373552,-0.0010430351,0.0004715822,0.0002038628,0.0065082773,1.240755
20250513,0.0021680654,0.0024396745,0.002800453,0.0021135998,0.0014898478,-0.0006782176,1.2399135
20250514,-0.016149879,-0.013474132,-0.009628689,-0.0033990124,0.0006095578,0.016759437,1.2606937
20250515,0.008527823,0.0037861709,0.0038904783,0.0062154746,0.004456698,-0.004071125,1.2555612
20250516,0.0023335016,0.0057575097,0.007859416,0.011796716,0.014092106,0.011758605,1.2703248
20250519,0.009611848,0.01080608,0.010429486,0.011238707,0.010964998,0.0013531502,1.2720437
20250520,-0.008748129,-0.0044253953,-0.004389003,-0.0037417726,-0.0030641158,0.0056840135,1.279274
20250521,-0.015524235,-0.012346297,-0.011593467,-0.013239528,-0.014262697,0.0012615379,1.280888
20250522,-0.0096349865,-0.010801655,-0.011131465,-0.010106952,-0.008625964,0.0010090228,1.2821803
20250523,0.00840091,0.008504925,0.01130521,0.0111507345,0.010502801,0.0021018917,1.2848753
20250526,-0.00040323337,-0.0024922104,0.001675321,0.0037337937,0.006102271,0.0065055043,1.293234
20250527,-0.0040834174,-0.002887036,-0.0035142459,-0.0027585072,-0.0036350903,0.00044832705,1.2938138
20250528,0.012421244,0.020087503,0.018622776,0.017926391,0.018971153,0.006549909,1.3022883
20250529,-0.019526323,-0.0131087545,-0.012026473,-0.0113014355,-0.00975584,0.009770484,1.3150123
20250530,0.01103548,0.009645635,0.00806753,0.007879115,0.008262625,-0.0027728546,1.311366
20250603,0.008562805,0.009147169,0.010474855,0.0113479495,0.011822634,0.0032598292,1.3156407
20250604,0.0022966503,0.0063354713,0.00412879,0.002873319,0.0026351756,0.00033852528,1.316086
20250605,-0.0045920955,-0.0016787978,0.0012527964,0.0032412736,0.0067562135,0.011348309,1.3310214
20250606,0.017890971,0.011878149,0.011572721,0.011713215,0.011196485,-0.0066944864,1.3221109
20250609,-0.004858257,-0.009006937,-0.0077252598,-0.008705129,-0.007942702,-0.003084445,1.318033
20250610,0.0016448831,0.0064393547,0.006072156,0.00748895,0.008754811,0.007109928,1.327404
20250611,0.0060380604,0.0012141445,0.002696693,0.0012176061,0.0018293645,-0.004208696,1.3218174
20250612,-0.01768744,-0.016401034,-0.017109385,-0.016746722,-0.016622953,0.0010644868,1.3232245
20250613,0.008891984,0.0075014345,0.0080885915,0.0087916115,0.010567113,0.0016751289,1.3254411
20250616,-0.006351266,-0.00076212076,0.0008526617,0.00091365527,-0.00017016869,0.0061810976,1.3336338
20250617,-0.0020792077,-0.0024792633,-0.0027199944,-0.0036516008,-0.00510352,-0.0030243124,1.3296005
20250618,-0.01968944,-0.016067492,-0.015955724,-0.015960151,-0.019140776,0.0005486645,1.33033
20250619,-0.012877963,-0.0078054885,-0.0060096234,-0.0025534881,-0.003866186,0.009011777,1.3423187
20250620,0.016538681,0.013830284,0.014361448,0.017304992,0.019533133,0.0029944517,1.3463382
20250623,0.012064281,0.019344054,0.021248652,0.022973102,0.024845654,0.012781373,1.3635463
20250624,0.014459922,0.012779187,0.009233134,0.007390348,0.006044896,-0.008415027,1.352072
20250625,-0.001927323,-0.0025330076,-0.0021729236,-0.0021212734,-0.0018304014,9.692169e-05,1.352203
20250626,0.0008361971,0.0058121327,0.007216442,0.006055094,0.0069571836,0.0061209863,1.36048
20250627,0.019106684,0.013314449,0.0121203195,0.012667892,0.009872805,-0.009233879,1.3479174
20250630,-0.00069235696,0.003553689,0.0041706734,0.0053678644,0.0048428834,0.0055352403,1.3553785
20250701,-0.016268149,-0.0077758906,-0.0047154147,0.0010755198,0.004022701,0.02029085,1.3828803
20250702,0.004110821,0.0063392995,0.006822201,0.0062825303,0.005805578,0.001694757,1.385224
20250703,-0.008694649,-0.0078048296,-0.008743483,-0.009703537,-0.008551836,0.00014281273,1.3854218
20250704,0.0026682238,0.00449947,0.0047092987,0.008018866,0.010840645,0.008172421,1.396744
20250707,0.01352234,0.013369563,0.0121448375,0.011247666,0.009440708,-0.004081632,1.3910431
20250708,-0.0036843142,-0.0036744857,-0.0019367585,0.0001270237,0.0012163395,0.004900654,1.3978602
20250709,-0.006590241,0.0022834542,0.0039574145,0.006010138,0.0074027786,0.013993019,1.4174205
20250710,0.004789947,0.005329791,0.0062045837,0.0032398684,0.0021033532,-0.002686594,1.4136125
20250711,0.0026049556,0.005300942,0.005439125,0.006799314,0.008781804,0.006176848,1.4223441
20250714,-0.00220055,-0.0050331117,-0.008258338,-0.010201654,-0.012042216,-0.009841666,1.4083458
20250715,0.0020830214,0.00490152,0.005502962,0.0066999383,0.007294083,0.005211062,1.4156848
20250716,0.015596261,0.01155126,0.009607589,0.005942915,0.0031919132,-0.012404348,1.3981242
20250717,0.0010690939,0.002121368,0.0025009587,0.0030374865,0.0033691705,0.0023000767,1.4013399
20250718,0.007717677,0.0105975,0.013451903,0.018069932,0.018891256,0.01117358,1.4169979
20250721,-0.00021277281,0.005861748,0.0039385185,0.004752936,0.0070200483,0.007232821,1.4272468
20250722,-0.0074296934,-0.007828447,-0.007797014,-0.0065325336,-0.005066227,0.0023634662,1.4306201
20250723,0.012923638,0.014405214,0.013047605,0.012238278,0.010752719,-0.0021709194,1.4275143
20250724,-0.0023545655,0.0016239699,0.002737685,0.0034194547,0.0040369686,0.006391534,1.4366384
20250725,0.010210393,0.004516534,0.0035231644,0.0034771163,0.0031236948,-0.007086698,1.4264573
20250728,0.0108549455,0.0041331584,0.0014126941,-0.0009900195,-0.0018452071,-0.012700153,1.408341
20250729,-0.008782088,-0.006815914,-0.0046533146,-0.0027047612,-0.0011864149,0.007595673,1.4190383
20250730,-0.005587549,-0.009294961,-0.011153983,-0.012587193,-0.014495033,-0.008907484,1.4063982
20250731,-0.004770772,0.002439595,0.0073205875,0.008100548,0.010735586,0.015506359,1.4282063
20250801,0.015535589,0.014069344,0.010865332,0.009709061,0.008718392,-0.0068171974,1.4184699
20250804,0.005173692,0.008600388,0.009051223,0.009952142,0.010021886,0.004848194,1.425347
20250805,0.012513951,0.010018283,0.008268708,0.006051922,0.0049278657,-0.0075860857,1.4145342
20250806,-0.0011266202,0.00045313922,0.0008768613,0.0007143858,0.00050417497,0.0016307952,1.416841
20250807,-0.0049254517,-0.0031817667,-0.00069746876,0.0018213583,0.0049454453,0.009870897,1.4308265
20250808,0.018216452,0.014718962,0.0145728085,0.014274139,0.01124614,-0.0069703115,1.4208533
20250811,-0.00013975124,0.0008190592,0.0006430285,-0.0013050865,-0.00077291875,-0.0006331675,1.4199536
20250812,0.017529573,0.009706206,0.0050823158,0.0021469358,-0.0008627415,-0.018392315,1.3938373
20250813,-0.015274476,-0.016811695,-0.017383838,-0.01817588,-0.021332035,-0.0060575586,1.3853941
20250814,0.027257325,0.020751111,0.01770925,0.014218523,0.013058123,-0.014199202,1.3657227
20250815,0.027918346,0.017808432,0.014917016,0.013436949,0.011846387,-0.01607196,1.3437728
20250818,-0.00064062787,0.0030024268,0.0054956,0.00862754,0.010187456,0.010828084,1.3583233
20250819,0.0012461195,0.007617667,0.011170843,0.009717004,0.008584715,0.007338596,1.3682916
20250820,-0.0150730675,-0.004094407,-0.0023089242,0.0015137705,0.0032971138,0.018370181,1.3934274
20250821,0.01889816,0.010328844,0.0052510696,0.0014299152,-0.0019919332,-0.020890092,1.3643185
20250822,0.020653106,0.012986666,0.007462786,0.0059829378,0.005885137,-0.014767969,1.3441703
20250825,-0.0066259266,-0.00049159786,0.004690438,0.005968464,0.0063195075,0.012945434,1.3615712
20250826,-0.017076505,-0.022738507,-0.024346218,-0.02680569,-0.027720647,-0.010644142,1.3470784
20250827,0.021570073,0.009112099,0.0046266853,-0.0007041401,-0.0003073009,-0.021877375,1.3176079
20250828,0.0007286643,-0.0009621537,-0.002061423,-0.0028485747,-0.0033716985,-0.004100363,1.3122052
20250829,0.013217705,0.0090038,0.008338496,0.009219926,0.007860554,-0.005357151,1.3051755
20250901,-0.029498925,-0.01779698,-0.014891462,-0.008908458,-0.0042444183,0.025254507,1.338137
20250902,-0.016429454,-0.019686762,-0.019791758,-0.01926327,-0.019380901,-0.002951447,1.3341876
20250903,-0.031632412,-0.012760352,-0.0030578494,0.00084060646,0.008392319,0.04002473,1.3875881
20250904,0.037277233,0.02592685,0.023220118,0.02060393,0.018031878,-0.019245354,1.3608836
20250905,0.0069382973,0.013283387,0.013812307,0.014202588,0.01566138,0.008723082,1.3727548
20250908,-0.012676884,-0.0137224225,-0.01143681,-0.008579091,-0.006127052,0.0065498324,1.3817462
20250909,0.0010597894,0.00012722444,0.00018575118,0.0014045121,0.0024961655,0.001436376,1.3837309
20250910,0.024504611,0.016871685,0.014409225,0.011851768,0.01067586,-0.013828752,1.3645957
20250911,0.0012246191,-0.00050873344,-0.00048519636,-0.0024562352,-0.0017838647,-0.003008484,1.3604903
20250912,0.0007718398,-0.0015705496,0.00034014945,-0.0013204485,-0.0010570396,-0.0018288794,1.3580021
20250915,0.012022996,0.010274876,0.010583335,0.010620703,0.009968994,-0.0020540021,1.3552128
20250916,0.0073032063,0.0048217606,0.0029592756,0.0020254063,0.0029382196,-0.004364987,1.3492974
20250917,-0.0063700294,-0.011941769,-0.014886157,-0.016292805,-0.015410836,-0.009040806,1.3370986
20250918,-0.011072085,-0.003054516,-0.0037664596,-0.0043346845,-0.0037328403,0.0073392447,1.3469119
20250919,0.01209905,0.0051615704,-0.0016582883,-0.0035246778,-0.006149383,-0.018248433,1.3223329
20250922,-0.007884662,-0.013040171,-0.013193462,-0.014412094,-0.014355554,-0.0064708926,1.3137761
20250923,0.015480862,0.017228609,0.01563476,0.015515934,0.015467507,-1.3355166e-05,1.3137586
20250924,-0.0016403605,-0.002960012,-0.005386831,-0.0077061146,-0.010689172,-0.009048811,1.3018707
20250925,-0.023656363,-0.011267295,-0.006710026,-0.0030664785,0.0007539902,0.024410352,1.3336499
20250926,0.014537045,0.010150215,0.0069268947,0.0073522045,0.0076318425,-0.0069052023,1.3244407
20250929,0.0101673845,0.0075353454,0.0033446439,0.0011772492,-0.0009004904,-0.011067875,1.309782
20250930,0.014557307,0.010337702,0.00751176,0.005232394,0.0025360836,-0.012021223,1.2940369
20251009,-0.02571102,-0.0074876156,-0.00063073507,0.006318136,0.010022314,0.035733335,1.3402771
20251010,0.0028718456,-0.003255165,-0.0057781227,-0.004656118,-0.0049127038,-0.007784549,1.3298436
20251013,-0.027309045,-0.0144128185,-0.009746091,-0.0046928017,7.427776e-05,0.027383324,1.3662592
20251014,0.014390887,0.016249074,0.015582862,0.013077366,0.01183722,-0.002553667,1.3627703
20251015,-0.0116055915,-0.01184127,-0.00984805,-0.0102667175,-0.008860073,0.0027455185,1.3665118
20251016,-0.03405372,-0.028094415,-0.022704845,-0.017689671,-0.013568919,0.020484801,1.3945045
20251017,0.010297004,0.010925219,0.012213836,0.015020102,0.0136677995,0.0033707954,1.3992051
20251020,0.016055059,0.01511544,0.015429414,0.01799047,0.021352906,0.005297847,1.4066179
20251021,-0.008239517,-0.005004813,-0.0010208965,0.001578006,0.0041627223,0.012402239,1.4240632
20251022,-0.0074656056,0.00013506287,0.0035986677,0.005170654,0.004868215,0.012333821,1.4416274
20251023,0.01763036,0.009589828,0.006134252,0.0023070944,-0.0011080087,-0.018738369,1.4146136
20251024,0.0161407,0.009180964,0.005846875,0.005704339,0.0029442473,-0.013196452,1.3959457
20251027,-0.00049985485,0.00012155328,0.0003237178,0.0012102659,0.0007947877,0.0012946426,1.3977529
20251028,0.013823509,0.00953874,0.0021903974,-0.0002288079,0.0038897467,-0.009933762,1.383868
20251029,-0.015652025,-0.012063871,-0.011751025,-0.008965251,-0.008505709,0.0071463166,1.3937576
20251030,-0.003941581,0.0075311414,0.01226699,0.013292491,0.013464672,0.017406253,1.4180176
20251031,0.003993097,0.005456878,0.0071463385,0.009572351,0.008466521,0.004473424,1.4243611
20251103,-0.01237954,-0.011351012,-0.008311674,-0.00487843,-0.002138066,0.010241474,1.4389488
20251104,0.00711765,0.0044716685,0.006621354,0.0074514686,0.0088777505,0.0017601005,1.4414815
20251105,0.008235288,0.0062727644,0.004154473,0.0034926555,0.001612258,-0.0066230297,1.4319345
20251106,-0.0021194823,-0.0027064213,-0.0025714817,-0.00036568745,0.0001885475,0.0023080297,1.4352394
20251107,0.0028332602,0.0068408605,0.007253269,0.008765904,0.0067501664,0.003916906,1.4408611
20251110,-0.0014377593,0.0010687141,0.0019559034,0.0049287057,0.005192046,0.006629805,1.4504137
20251111,-0.008874351,-0.007073988,-0.0048384108,-0.003546288,-0.0005286527,0.008345699,1.4625185
20251112,0.020152004,0.01167973,0.00948987,0.008127715,0.007453804,-0.0126982005,1.4439472
20251113,-0.013870021,-0.0073563023,-0.0028165465,-0.0010840412,0.0010585821,0.014928604,1.4655033
20251114,0.0051484234,0.0030813,0.0021470094,0.0016541653,-0.0027543996,-0.007902823,1.4539218
20251117,-0.017861327,-0.009893975,-0.011155265,-0.008424527,-0.009866423,0.007994904,1.4655458
20251118,-0.009539457,-0.010011284,-0.011380341,-0.012278199,-0.015170862,-0.005631405,1.4572927
20251119,-0.012034853,-0.007777226,-0.0062819817,-0.0066506136,-0.006119373,0.00591548,1.4659133
20251120,-0.040465992,-0.033537984,-0.034210254,-0.03778337,-0.04129081,-0.0008248165,1.4647042
20251121,0.011854692,0.017278373,0.016424276,0.014150115,0.014799012,0.0029443195,1.4690168
20251124,0.017047219,0.0127306925,0.012177776,0.012095536,0.012609987,-0.0044372324,1.4624984
20251125,-0.0013861953,-0.0035427762,-0.0030644154,-0.003955648,-0.006143028,-0.0047568325,1.4555416
20251126,-0.0023705717,0.0014448055,0.0046412237,0.0046980353,0.004983808,0.0073543796,1.4662462
20251127,0.013316454,0.011682889,0.010649674,0.012211757,0.010730346,-0.0025861086,1.4624543
20251128,0.0061839656,0.008302661,0.0076324055,0.006675082,0.008231525,0.0020475597,1.4654487
20251201,-0.006882631,-0.0073621506,-0.0052592997,-0.003596265,-0.005059205,0.0018234262,1.4681209
20251202,-0.010026025,-0.0075288946,-0.007717347,-0.006011813,-0.0071385847,0.00288744,1.4723601
20251203,-0.004204809,-0.004486812,-0.0073511237,-0.008902224,-0.013007949,-0.00880314,1.4593987
20251204,0.015576331,0.015808191,0.01280604,0.013442623,0.014293126,-0.0012832051,1.457526
20251205,0.021586608,0.0089562135,0.007026395,0.0046121315,0.005017229,-0.01656938,1.4333757
20251208,-0.0041898577,-0.006871114,-0.0071667135,-0.0071586403,-0.010813238,-0.0066233804,1.4238819
20251209,0.0047115274,0.0024925203,0.00066963176,-0.000534474,-0.0040921113,-0.008803639,1.4113466
20251210,-0.01618843,-0.0146942735,-0.013168725,-0.0152526405,-0.00864567,0.00754276,1.421992
20251211,0.011481688,0.007500393,0.0038612357,-0.00096848886,-0.0041450467,-0.015626736,1.3997709
20251212,-0.010079926,-0.004707231,-0.0014045237,0.0028327873,0.0044213114,0.014501237,1.4200692
20251215,-0.020568477,-0.016892517,-0.013565591,-0.0120185055,-0.00962229,0.010946187,1.4356135
20251216,0.013599085,0.009118271,0.007391883,0.005257161,0.0035977766,-0.010001308,1.4212555
20251217,-0.0061398363,-0.0015369902,0.0030015488,0.0065988144,0.010042326,0.016182162,1.4442545
20251218,0.010096084,0.013965332,0.013868413,0.016435424,0.017226607,0.0071305223,1.4545528
20251219,0.014280934,0.007004748,0.0043243514,0.003940441,0.0015629731,-0.01271796,1.4360539
20251222,-0.000788741,-0.004903048,-0.005961557,-0.0072454102,-0.008512436,-0.0077236956,1.4249623
20251223,0.016310606,0.013595378,0.011880888,0.0100949295,0.008733934,-0.0075766724,1.4141659
20251224,0.00982459,0.011010651,0.010003459,0.009526368,0.0079844985,-0.0018400913,1.4115636
20251225,0.0077913404,0.0007737808,-0.0014205471,-0.0038752763,-0.00565022,-0.013441561,1.39259
20251226,-0.0036593531,-0.0002860226,-0.000979195,-0.0016964535,-0.0031335864,0.00052576675,1.3933221
20251229,-0.0002909368,0.0006447027,-0.002290237,-0.0035870573,-0.0037574014,-0.0034664646,1.3884922
20251230,0.0009430368,-0.00024270496,0.0009571924,0.002013811,0.0038247395,0.0028817027,1.3924934
20251231,0.019553259,0.017620651,0.017188827,0.0156022785,0.01381453,-0.0057387287,1.3845022
20260105,0.018536232,0.014538378,0.012374827,0.0103510255,0.010141346,-0.008394887,1.3728794
20260106,0.011703514,0.0033147384,0.0006665944,-0.00059204147,-0.0036602744,-0.015363788,1.3517867
20260107,0.009194415,0.009560949,0.010901491,0.0115903085,0.0112590585,0.0020646434,1.3545777
20260108,0.021172386,0.015890095,0.013714396,0.010485704,0.0073625203,-0.013809865,1.3358711
20260109,0.03859073,0.02222387,0.02014421,0.017997278,0.014739105,-0.023851626,1.3040084
20260112,-0.02580808,-0.01606696,-0.010606784,-0.0040164134,-0.00077781617,0.025030263,1.336648
20260113,0.012868143,0.009085706,0.009081435,0.003163303,0.002375743,-0.010492399,1.3226234
20260114,-0.015356523,-0.004561517,-0.0031667184,-0.00021244734,9.57738e-05,0.0154522965,1.3430609
20260115,-0.004373784,0.0012497038,0.0014914825,0.00043645414,-0.000333952,0.0040398324,1.3484867
20260116,0.0041306494,0.0079754265,0.011211852,0.0120062195,0.013129963,0.008999313,1.3606222
20260119,-0.015444905,-0.008372733,-0.0046774736,0.00047368224,0.0052992217,0.020744126,1.388847
20260120,0.013726114,0.007855413,0.006462148,0.004757185,0.004433053,-0.009293061,1.3759403
20260121,0.0068437126,0.008331025,0.007430397,0.009018024,0.011042028,0.004198315,1.381717
20260122,0.021404998,0.017827101,0.014087978,0.012693123,0.00868458,-0.012720418,1.364141
20260123,-0.015040874,-0.016850412,-0.012823368,-0.007513452,-0.0041984064,0.010842467,1.3789316
20260126,0.009270915,-0.00027222247,-0.0029139942,-0.0060277996,-0.007293406,-0.01656432,1.3560905
20260127,0.0012576497,-0.005439229,-0.008117041,-0.0060797106,-0.0057203057,-0.0069779553,1.3466278
20260128,-0.013323185,-0.010190489,-0.005552945,-0.0028102158,-0.0031265107,0.010196675,1.360359
20260129,-0.011702862,-0.007222186,-0.002378608,0.0021247528,0.004514651,0.016217513,1.3824205
20260130,-0.03525462,-0.02447089,-0.021736288,-0.01903758,-0.018246949,0.017007671,1.4059323
20260202,0.03532297,0.025804963,0.020898638,0.017952997,0.016505638,-0.018817334,1.3794764
20260203,-0.004054897,0.0028329524,0.005723313,0.008310133,0.009204134,0.013259031,1.397767
20260204,-0.019033436,-0.009798882,-0.0072408156,-0.0052864808,-0.0040277685,0.015005667,1.4187415
20260205,0.001117722,-0.0007192622,0.0023174623,0.003712808,0.0042975685,0.0031798463,1.4232528
20260206,0.02474376,0.01763981,0.01662325,0.015537805,0.013205417,-0.011538343,1.4068309
20260209,-0.0007395021,-0.0015172604,0.0016856837,0.00090220134,-0.00081456715,-7.5065065e-05,1.4067253
20260210,-0.00508651,-0.00085041794,-0.0011305917,-0.0010393211,-0.00073777675,0.0043487335,1.4128428
20260211,0.0114871375,0.0028356465,-0.0011734536,-0.0049773487,-0.0071134046,-0.018600542,1.3865632
20260212,-0.012325285,-0.007645927,-0.005083282,-0.004918494,-0.004168448,0.008156837,1.3978733
20260213,0.010944992,0.013258157,0.010641871,0.015430695,0.014937591,0.0039925985,1.4034544
20260224,0.014353288,0.012548839,0.009315917,0.007697182,0.006135336,-0.008217952,1.3919209
20260225,0.013684835,0.0038714875,0.001634964,-0.00091148575,-0.0024364803,-0.016121315,1.3694813
